0.02	0.069	1	19
0.04	0.069	1.1	19
0.06	0.057	1.4	19
0.08	0.047	1.6	19
0.1	0.046	1.8	19
0.12	0.047	1.6	19
0.14	0.055	1.6	19
0.16	0.102	1.8	19
0.18	0.131	2.2	19
0.2	0.148	2.8	19
0.22	0.156	3.5	19
0.24	0.176	3.7	19
0.26	0.191	4	19
0.28	0.185	4.5	19
0.3	0.162	5.4	19
0.32	0.152	5.2	19
0.34	0.153	4.9	19
0.36	0.163	5.2	19
0.38	0.156	6.2	19
0.4	0.15	6	19
0.42	0.138	5.6	19
0.44	0.133	4.6	19
0.46	0.116	3.8	19
0.48	0.105	3.3	19
0.5	0.092	3	19
0.52	0.082	2.9	19
0.54	0.09	2.7	19
0.56	0.109	2.5	19
0.58	0.13	2.5	19
0.6	0.148	2.7	19
0.62	0.145	2.7	19
0.64	0.143	2.4	19
0.66	0.128	2	19
0.68	0.102	1.9	19
0.7	0.087	2	19
0.72	0.077	1.6	19
0.74	0.071	1.2	19
0.76	0.063	1.4	19
0.78	0.061	1.6	19
0.8	0.064	1.7	19
0.82	0.067	1.9	19
0.84	0.07	2.4	19
0.86	0.094	2.5	19
0.88	0.186	3	19
0.9	0.201	3.3	19
0.92	0.177	3.4	19
0.94	0.181	3.4	19
0.96	0.179	3.2	19
0.98	0.159	3.5	19
1	0.151	4.6	19
1.02	0.141	5	19
1.04	0.138	4.6	19
1.06	0.15	3.8	19
1.08	0.162	2.6	19
1.1	0.173	2.4	19
1.12	0.151	2	19
1.14	0.125	2.3	19
1.16	0.116	2.6	19
1.18	0.117	1.9	19
1.2	0.109	1.8	19
1.22	0.107	2.8	19
1.24	0.108	2.7	19
1.26	0.153	2.7	19
1.28	0.221	3.3	19
1.3	0.232	3.8	19
1.32	0.218	4.5	19
1.34	0.207	5.4	19
1.36	0.202	4.8	19
1.38	0.216	4.3	19
1.4	0.221	4.2	19
1.42	0.221	4.6	19
1.44	0.221	4.3	19
1.46	0.214	4.3	19
1.48	0.193	3.8	19
1.5	0.194	3.3	19
1.52	0.2	2.6	19
1.54	0.22	1.9	19
1.56	0.224	2	19
1.58	0.202	2.4	19
1.6	0.186	2.9	19
1.62	0.183	3.1	19
1.64	0.181	3.9	19
1.66	0.182	4.4	19
1.68	0.182	4.5	19
1.7	0.17	5	19
1.72	0.159	5.3	19
1.74	0.162	5.2	19
1.76	0.188	6	19
1.78	0.216	5.3	19
1.8	0.198	5.4	19
1.82	0.177	5.6	19
1.84	0.19	5.1	19
1.86	0.283	5.7	19
1.88	0.415	6	19
1.9	0.52	6.6	19
1.92	0.678	6.4	19
1.94	0.714	6.6	19
1.96	0.69	7.8	19
1.98	0.728	7.6	19
2	0.765	7.5	19
2.02	0.802	7.4	19
2.04	1.07	7.3	19
2.06	0.838	7.5	19
2.08	0.641	8.7	19
2.1	0.516	8.5	19
2.12	0.433	9.1	19
2.14	0.419	9.9	19
2.16	0.396	9.9	19
2.18	0.32	10.3	19
2.2	0.25	10.1	19
2.22	0.214	8.8	19
2.24	0.201	6.8	19
2.26	0.17	6.3	19
2.28	0.161	6.3	19
2.3	0.164	5.7	19
2.32	0.164	5.1	19
2.34	0.165	4.5	19
2.36	0.178	4.2	19
2.38	0.191	3.9	19
2.4	0.189	4.4	19
2.42	0.199	4.8	19
2.44	0.209	4.5	19
2.46	0.204	5.3	19
2.48	0.203	5.3	19
2.5	0.234	5.2	19
2.52	0.232	4.7	19
2.54	0.227	4.6	19
2.56	0.211	4.5	19
2.58	0.202	4.4	19
2.6	0.203	3.8	19
2.62	0.202	3.9	19
2.64	0.195	5.1	19
2.66	0.221	5.5	19
2.68	0.24	5.8	19
2.7	0.225	4.7	19
2.72	0.203	5.3	19
2.74	0.193	3.86	19
2.76	0.217	4.34	19
2.78	0.223	4.46	19
2.8	0.223	4.46	19
2.82	0.11	3.1	19
2.84	0.1	2.9	19
2.86	0.102	2.6	19
2.88	0.106	2.7	19
2.9	0.108	2.2	19
2.92	0.113	1.6	19
2.94	0.118	1.5	19
2.96	0.12	1.7	19
2.98	0.118	1.4	19
3	0.114	1.2	19
3.02	0.117	1.3	19
3.04	0.114	1.2	19
3.06	0.113	1.2	19
3.08	0.116	1.8	19
3.1	0.123	2	19
3.12	0.145	1.8	19
3.14	0.138	1.2	19
3.16	0.13	1.6	19
3.18	0.119	1.8	19
3.2	0.114	1.7	19
3.22	0.118	1.8	19
3.24	0.121	1.6	19
3.26	0.124	1.5	19
3.28	0.123	1.5	19
3.3	0.12	1.7	19
3.32	0.123	2.8	19
3.34	0.135	3.3	19
3.36	0.169	3.1	19
3.38	0.242	3.7	19
3.4	0.283	5	19
3.42	0.275	5.7	19
3.44	0.256	5.2	19
3.46	0.232	5.2	19
3.48	0.212	4.7	19
3.5	0.224	5.3	19
3.52	0.312	6.3	19
3.54	0.373	6.1	19
3.56	0.348	5.8	19
3.58	0.308	6.4	19
3.6	0.302	8.9	19
3.62	0.295	9.3	19
3.64	0.288	7.8	19
3.66	0.373	7.3	19
3.68	0.516	7.2	19
3.7	0.542	7	19
3.72	0.488	6.9	19
3.74	0.436	6.4	19
3.76	0.396	6.3	19
3.78	0.35	6.1	19
3.8	0.313	6	19
3.82	0.312	6.6	19
3.84	0.311	8.6	19
3.86	0.311	9.9	19
3.88	0.361	10.3	19
3.9	0.426	10.1	19
3.92	0.653	11.1	19
3.94	0.97	13.3	19
3.96	1.124	15.9	19
3.98	1.302	17.2	19
4	1.507	18	19
4.02	1.677	19.9	19
4.04	1.783	22.7	19
4.06	1.643	23	19
4.08	1.48	21.8	19
4.1	1.472	20.5	19
4.12	1.463	20	19
4.14	1.455	19.6	19
4.16	1.575	19.1	19
4.18	1.668	19.6	19
4.2	1.621	20.1	19
4.22	1.478	22.2	19
4.24	1.426	22.5	19
4.26	1.374	25.4	19
4.28	1.322	25.9	19
4.3	1.325	25.9	19
4.32	1.46	23.5	19
4.34	1.78	16	19
4.36	1.969	12.7	19
4.38	2.169	12.6	19
4.4	2.209	12.5	19
4.42	1.979	12.4	19
4.44	1.9	14	19
4.46	1.874	18.2	19
4.48	1.856	19.6	19
4.5	1.814	19.2	19
4.52	1.874	23	19
4.54	1.895	26.6	19
4.56	1.86	30.7	19
4.58	1.892	30.3	19
4.6	1.924	26.8	19
4.62	1.956	21.2	19
4.64	2.411	21.2	19
4.66	2.515	21.2	19
4.68	2.407	21.2	19
4.7	2.167	21.8	19
4.72	2.108	24.4	19
4.74	2.048	24.8	19
4.76	1.988	28.3	19
4.78	2.179	27.9	19
4.8	2.188	24.7	19
4.82	2.127	22.5	19
4.84	2.033	22	19
4.86	2.042	21.4	19
4.88	2.034	20.9	19
4.9	1.975	21.2	19
4.92	1.824	21.7	19
4.94	1.702	24.3	19
4.96	1.603	24	19
4.98	1.536	23.7	19
5	1.503	23.4	19
5.02	1.575	24	19
5.04	1.658	21.8	19
5.06	1.742	18.9	19
5.08	1.825	16.5	19
5.1	2.016	14.9	19
5.12	2.506	14.3	19
5.14	2.474	13.7	19
5.16	2.394	13.1	19
5.18	2.363	11.1	19
5.2	2.313	10.9	19
5.22	2.188	10.6	19
5.24	1.91	10.4	19
5.26	1.619	11.6	19
5.28	1.356	15.8	19
5.3	1.071	18	19
5.32	1.033	18.1	19
5.34	0.995	16.5	19
5.36	0.957	11.3	19
5.38	0.976	10.2	19
5.4	1.157	9.1	19
5.42	1.293	8	19
5.44	1.724	8.2	19
5.46	2.155	7.9	19
5.48	2.848	7.5	19
5.5	3.415	7.2	19
5.52	3.908	6.3	19
5.54	4.318	86.36	19
5.56	4.662	93.24	19
5.58	5.091	101.82	19
5.6	5.443	108.86	19
5.62	5.793	87.9	19
5.64	7.295	91.7	19
5.66	7.833	69.1	19
5.68	8.376	56	19
5.7	8.856	43	19
5.72	9.213	40.2	19
5.74	9.269	37.3	19
5.76	9.016	36.4	19
5.78	8.864	35.5	19
5.8	8.81	34.5	19
5.82	8.757	37.4	19
5.84	8.71	41.8	19
5.86	8.84	43.1	19
5.88	9.135	42.6	19
5.9	9.606	32.9	19
5.92	10.089	30.7	19
5.94	9.762	28.4	19
5.96	9.454	27.1	19
5.98	9.134	27.7	19
6	9.037	26.6	19
6.02	8.979	24.1	19
6.04	8.856	20.8	19
6.06	8.583	20.8	19
6.08	8.377	20.8	19
6.1	8.04	20.8	19
6.12	7.76	22.7	19
6.14	7.556	23.9	19
6.16	7.408	26	19
6.18	7.446	28.6	19
6.2	7.533	28.3	19
6.22	7.656	28.8	19
6.24	7.729	29.2	19
6.26	7.729	29.7	19
6.28	7.722	31.4	19
6.3	7.78	33.8	19
6.32	7.759	33.4	19
6.34	7.79	32.8	19
6.36	7.791	32.1	19
6.38	7.8	31.4	19
6.4	7.649	35.3	19
6.42	7.476	33.9	19
6.44	7.437	35.4	19
6.46	7.553	35.9	19
6.48	7.657	36.7	19
6.5	7.815	33.7	19
6.52	7.99	32.3	19
6.54	8.1	31	19
6.56	8.295	29.6	19
6.58	8.186	29.7	19
6.6	7.942	34.3	19
6.62	7.892	36	19
6.64	8.064	34.6	19
6.66	8.226	33.1	19
6.68	8.375	31.7	19
6.7	8.339	32.6	19
6.72	8.32	37.8	19
6.74	8.387	40.2	19
6.76	8.363	33.2	19
6.78	8.29	31.1	19
6.8	8.2	30.3	19
6.82	8.002	29.6	19
6.84	7.787	28.9	19
6.86	7.744	28.2	19
6.88	7.816	27.9	19
6.9	7.867	27.6	19
6.92	7.838	27.4	19
6.94	7.734	28.4	19
6.96	7.676	29.8	19
6.98	7.657	31	19
7	7.691	32.5	19
7.02	7.977	28.2	19
7.04	8.192	28	19
7.06	8.467	27.7	19
7.08	8.669	27.5	19
7.1	8.593	28.2	19
7.12	8.491	33.8	19
7.14	8.344	37.1	19
7.16	8.183	36.4	19
7.18	8.128	34.6	19
7.2	8.137	43.7	19
7.22	8.15	53.8	19
7.24	8.249	60.1	19
7.26	8.404	53	19
7.28	8.773	46.5	19
7.3	9.015	45.2	19
7.32	9.06	43.9	19
7.34	8.781	42.6	19
7.36	8.322	43.9	19
7.38	7.959	38.2	19
7.4	7.886	31	19
7.42	7.783	30.8	19
7.44	7.632	30.6	19
7.46	7.393	30.4	19
